Year,Month,Day,Hour,Price1,Price2,Datetime,Country
2023,4.0,1.0,1.0,82.19,82.19,2023-04-01 00:00:00,Spain
2023,4.0,1.0,2.0,63.9,63.9,2023-04-01 01:00:00,Spain
2023,4.0,1.0,3.0,50.0,50.0,2023-04-01 02:00:00,Spain
2023,4.0,1.0,4.0,42.5,42.5,2023-04-01 03:00:00,Spain
2023,4.0,1.0,5.0,39.45,39.45,2023-04-01 04:00:00,Spain
2023,4.0,1.0,6.0,38.32,38.32,2023-04-01 05:00:00,Spain
2023,4.0,1.0,7.0,42.5,42.5,2023-04-01 06:00:00,Spain
2023,4.0,1.0,8.0,54.67,54.67,2023-04-01 07:00:00,Spain
2023,4.0,1.0,9.0,63.78,63.78,2023-04-01 08:00:00,Spain
2023,4.0,1.0,10.0,55.0,55.0,2023-04-01 09:00:00,Spain
2023,4.0,1.0,11.0,33.33,33.33,2023-04-01 10:00:00,Spain
2023,4.0,1.0,12.0,18.16,18.16,2023-04-01 11:00:00,Spain
2023,4.0,1.0,13.0,15.49,15.49,2023-04-01 12:00:00,Spain
2023,4.0,1.0,14.0,15.0,15.0,2023-04-01 13:00:00,Spain
2023,4.0,1.0,15.0,10.35,10.35,2023-04-01 14:00:00,Spain
2023,4.0,1.0,16.0,4.16,4.16,2023-04-01 15:00:00,Spain
2023,4.0,1.0,17.0,4.16,4.16,2023-04-01 16:00:00,Spain
2023,4.0,1.0,18.0,4.16,4.16,2023-04-01 17:00:00,Spain
2023,4.0,1.0,19.0,4.16,4.16,2023-04-01 18:00:00,Spain
2023,4.0,1.0,20.0,17.99,17.99,2023-04-01 19:00:00,Spain
2023,4.0,1.0,21.0,36.55,36.55,2023-04-01 20:00:00,Spain
2023,4.0,1.0,22.0,49.01,49.01,2023-04-01 21:00:00,Spain
2023,4.0,1.0,23.0,37.38,37.38,2023-04-01 22:00:00,Spain
2023,4.0,1.0,24.0,33.65,33.65,2023-04-01 23:00:00,Spain
2023,4.0,2.0,1.0,19.0,19.0,2023-04-02 00:00:00,Spain
2023,4.0,2.0,2.0,18.6,18.6,2023-04-02 01:00:00,Spain
2023,4.0,2.0,3.0,18.34,18.34,2023-04-02 02:00:00,Spain
2023,4.0,2.0,4.0,18.16,18.16,2023-04-02 03:00:00,Spain
2023,4.0,2.0,5.0,18.16,18.16,2023-04-02 04:00:00,Spain
2023,4.0,2.0,6.0,18.16,18.16,2023-04-02 05:00:00,Spain
2023,4.0,2.0,7.0,18.46,18.46,2023-04-02 06:00:00,Spain
2023,4.0,2.0,8.0,18.6,18.6,2023-04-02 07:00:00,Spain
2023,4.0,2.0,9.0,18.46,18.46,2023-04-02 08:00:00,Spain
2023,4.0,2.0,10.0,14.0,14.0,2023-04-02 09:00:00,Spain
2023,4.0,2.0,11.0,4.16,4.16,2023-04-02 10:00:00,Spain
2023,4.0,2.0,12.0,0.1,0.1,2023-04-02 11:00:00,Spain
2023,4.0,2.0,13.0,1.05,0.1,2023-04-02 12:00:00,Spain
2023,4.0,2.0,14.0,9.41,0.1,2023-04-02 13:00:00,Spain
2023,4.0,2.0,15.0,0.0,0.0,2023-04-02 14:00:00,Spain
2023,4.0,2.0,16.0,0.0,0.0,2023-04-02 15:00:00,Spain
2023,4.0,2.0,17.0,0.0,0.0,2023-04-02 16:00:00,Spain
2023,4.0,2.0,18.0,0.0,0.0,2023-04-02 17:00:00,Spain
2023,4.0,2.0,19.0,0.19,0.19,2023-04-02 18:00:00,Spain
2023,4.0,2.0,20.0,18.16,18.16,2023-04-02 19:00:00,Spain
2023,4.0,2.0,21.0,40.0,40.0,2023-04-02 20:00:00,Spain
2023,4.0,2.0,22.0,50.0,50.0,2023-04-02 21:00:00,Spain
2023,4.0,2.0,23.0,45.1,45.1,2023-04-02 22:00:00,Spain
2023,4.0,2.0,24.0,40.0,40.0,2023-04-02 23:00:00,Spain
2023,4.0,3.0,1.0,52.62,52.62,2023-04-03 00:00:00,Spain
2023,4.0,3.0,2.0,48.43,48.43,2023-04-03 01:00:00,Spain
2023,4.0,3.0,3.0,46.21,46.21,2023-04-03 02:00:00,Spain
2023,4.0,3.0,4.0,46.53,46.53,2023-04-03 03:00:00,Spain
2023,4.0,3.0,5.0,46.21,46.21,2023-04-03 04:00:00,Spain
2023,4.0,3.0,6.0,47.44,47.44,2023-04-03 05:00:00,Spain
2023,4.0,3.0,7.0,54.39,54.39,2023-04-03 06:00:00,Spain
2023,4.0,3.0,8.0,99.71,99.71,2023-04-03 07:00:00,Spain
2023,4.0,3.0,9.0,119.0,119.0,2023-04-03 08:00:00,Spain
2023,4.0,3.0,10.0,60.0,60.0,2023-04-03 09:00:00,Spain
2023,4.0,3.0,11.0,46.21,46.21,2023-04-03 10:00:00,Spain
2023,4.0,3.0,12.0,20.0,20.0,2023-04-03 11:00:00,Spain
2023,4.0,3.0,13.0,28.23,19.5,2023-04-03 12:00:00,Spain
2023,4.0,3.0,14.0,20.0,20.0,2023-04-03 13:00:00,Spain
2023,4.0,3.0,15.0,19.5,19.5,2023-04-03 14:00:00,Spain
2023,4.0,3.0,16.0,19.2,19.2,2023-04-03 15:00:00,Spain
2023,4.0,3.0,17.0,25.15,19.3,2023-04-03 16:00:00,Spain
2023,4.0,3.0,18.0,30.0,30.0,2023-04-03 17:00:00,Spain
2023,4.0,3.0,19.0,48.11,48.11,2023-04-03 18:00:00,Spain
2023,4.0,3.0,20.0,94.98,94.98,2023-04-03 19:00:00,Spain
2023,4.0,3.0,21.0,165.33,165.33,2023-04-03 20:00:00,Spain
2023,4.0,3.0,22.0,160.72,160.72,2023-04-03 21:00:00,Spain
2023,4.0,3.0,23.0,110.01,110.01,2023-04-03 22:00:00,Spain
2023,4.0,3.0,24.0,89.6,89.6,2023-04-03 23:00:00,Spain
2023,4.0,4.0,1.0,92.18,92.18,2023-04-04 00:00:00,Spain
2023,4.0,4.0,2.0,68.25,68.25,2023-04-04 01:00:00,Spain
2023,4.0,4.0,3.0,85.0,85.0,2023-04-04 02:00:00,Spain
2023,4.0,4.0,4.0,79.21,79.21,2023-04-04 03:00:00,Spain
2023,4.0,4.0,5.0,65.27,65.27,2023-04-04 04:00:00,Spain
2023,4.0,4.0,6.0,65.5,65.5,2023-04-04 05:00:00,Spain
2023,4.0,4.0,7.0,76.24,76.24,2023-04-04 06:00:00,Spain
2023,4.0,4.0,8.0,89.65,89.65,2023-04-04 07:00:00,Spain
2023,4.0,4.0,9.0,90.99,90.99,2023-04-04 08:00:00,Spain
2023,4.0,4.0,10.0,59.0,59.0,2023-04-04 09:00:00,Spain
2023,4.0,4.0,11.0,31.71,31.71,2023-04-04 10:00:00,Spain
2023,4.0,4.0,12.0,26.99,26.99,2023-04-04 11:00:00,Spain
2023,4.0,4.0,13.0,15.49,15.49,2023-04-04 12:00:00,Spain
2023,4.0,4.0,14.0,15.49,15.49,2023-04-04 13:00:00,Spain
2023,4.0,4.0,15.0,15.49,15.49,2023-04-04 14:00:00,Spain
2023,4.0,4.0,16.0,30.54,10.0,2023-04-04 15:00:00,Spain
2023,4.0,4.0,17.0,34.97,8.0,2023-04-04 16:00:00,Spain
2023,4.0,4.0,18.0,34.97,10.0,2023-04-04 17:00:00,Spain
2023,4.0,4.0,19.0,30.72,15.49,2023-04-04 18:00:00,Spain
2023,4.0,4.0,20.0,38.2,38.2,2023-04-04 19:00:00,Spain
2023,4.0,4.0,21.0,106.14,106.14,2023-04-04 20:00:00,Spain
2023,4.0,4.0,22.0,104.0,104.0,2023-04-04 21:00:00,Spain
2023,4.0,4.0,23.0,90.99,90.99,2023-04-04 22:00:00,Spain
2023,4.0,4.0,24.0,89.65,89.65,2023-04-04 23:00:00,Spain
2023,4.0,5.0,1.0,70.25,70.25,2023-04-05 00:00:00,Spain
2023,4.0,5.0,2.0,108.76,108.76,2023-04-05 01:00:00,Spain
2023,4.0,5.0,3.0,114.65,114.65,2023-04-05 02:00:00,Spain
2023,4.0,5.0,4.0,115.33,115.33,2023-04-05 03:00:00,Spain
2023,4.0,5.0,5.0,116.53,116.53,2023-04-05 04:00:00,Spain
2023,4.0,5.0,6.0,120.69,120.69,2023-04-05 05:00:00,Spain
2023,4.0,5.0,7.0,122.72,122.72,2023-04-05 06:00:00,Spain
2023,4.0,5.0,8.0,137.23,137.23,2023-04-05 07:00:00,Spain
2023,4.0,5.0,9.0,138.83,138.83,2023-04-05 08:00:00,Spain
2023,4.0,5.0,10.0,123.62,123.62,2023-04-05 09:00:00,Spain
2023,4.0,5.0,11.0,104.23,104.23,2023-04-05 10:00:00,Spain
2023,4.0,5.0,12.0,84.89,84.89,2023-04-05 11:00:00,Spain
2023,4.0,5.0,13.0,70.0,70.0,2023-04-05 12:00:00,Spain
2023,4.0,5.0,14.0,61.12,61.12,2023-04-05 13:00:00,Spain
2023,4.0,5.0,15.0,55.0,55.0,2023-04-05 14:00:00,Spain
2023,4.0,5.0,16.0,50.0,42.02,2023-04-05 15:00:00,Spain
2023,4.0,5.0,17.0,50.0,42.03,2023-04-05 16:00:00,Spain
2023,4.0,5.0,18.0,55.0,55.0,2023-04-05 17:00:00,Spain
2023,4.0,5.0,19.0,75.0,75.0,2023-04-05 18:00:00,Spain
2023,4.0,5.0,20.0,127.28,127.28,2023-04-05 19:00:00,Spain
2023,4.0,5.0,21.0,166.06,166.06,2023-04-05 20:00:00,Spain
2023,4.0,5.0,22.0,164.98,164.98,2023-04-05 21:00:00,Spain
2023,4.0,5.0,23.0,151.39,151.39,2023-04-05 22:00:00,Spain
2023,4.0,5.0,24.0,130.43,130.43,2023-04-05 23:00:00,Spain
2023,4.0,6.0,1.0,135.54,135.54,2023-04-06 00:00:00,Spain
2023,4.0,6.0,2.0,124.12,124.12,2023-04-06 01:00:00,Spain
2023,4.0,6.0,3.0,120.0,120.0,2023-04-06 02:00:00,Spain
2023,4.0,6.0,4.0,115.33,115.33,2023-04-06 03:00:00,Spain
2023,4.0,6.0,5.0,114.85,114.85,2023-04-06 04:00:00,Spain
2023,4.0,6.0,6.0,124.91,124.91,2023-04-06 05:00:00,Spain
2023,4.0,6.0,7.0,113.01,113.01,2023-04-06 06:00:00,Spain
2023,4.0,6.0,8.0,99.12,99.12,2023-04-06 07:00:00,Spain
2023,4.0,6.0,9.0,94.8,94.8,2023-04-06 08:00:00,Spain
2023,4.0,6.0,10.0,115.33,115.33,2023-04-06 09:00:00,Spain
2023,4.0,6.0,11.0,60.0,60.0,2023-04-06 10:00:00,Spain
2023,4.0,6.0,12.0,65.14,50.78,2023-04-06 11:00:00,Spain
2023,4.0,6.0,13.0,65.14,42.02,2023-04-06 12:00:00,Spain
2023,4.0,6.0,14.0,63.0,41.63,2023-04-06 13:00:00,Spain
2023,4.0,6.0,15.0,65.14,41.33,2023-04-06 14:00:00,Spain
2023,4.0,6.0,16.0,63.0,27.78,2023-04-06 15:00:00,Spain
2023,4.0,6.0,17.0,65.14,25.0,2023-04-06 16:00:00,Spain
2023,4.0,6.0,18.0,65.14,25.0,2023-04-06 17:00:00,Spain
2023,4.0,6.0,19.0,55.0,42.23,2023-04-06 18:00:00,Spain
2023,4.0,6.0,20.0,127.45,127.45,2023-04-06 19:00:00,Spain
2023,4.0,6.0,21.0,127.45,127.45,2023-04-06 20:00:00,Spain
2023,4.0,6.0,22.0,133.67,133.67,2023-04-06 21:00:00,Spain
2023,4.0,6.0,23.0,127.45,127.45,2023-04-06 22:00:00,Spain
2023,4.0,6.0,24.0,122.88,122.88,2023-04-06 23:00:00,Spain
2023,4.0,7.0,1.0,116.61,116.61,2023-04-07 00:00:00,Spain
2023,4.0,7.0,2.0,110.43,110.43,2023-04-07 01:00:00,Spain
2023,4.0,7.0,3.0,113.79,113.79,2023-04-07 02:00:00,Spain
2023,4.0,7.0,4.0,115.33,115.33,2023-04-07 03:00:00,Spain
2023,4.0,7.0,5.0,112.02,112.02,2023-04-07 04:00:00,Spain
2023,4.0,7.0,6.0,111.23,111.23,2023-04-07 05:00:00,Spain
2023,4.0,7.0,7.0,132.87,132.87,2023-04-07 06:00:00,Spain
2023,4.0,7.0,8.0,141.45,141.45,2023-04-07 07:00:00,Spain
2023,4.0,7.0,9.0,139.23,139.23,2023-04-07 08:00:00,Spain
2023,4.0,7.0,10.0,83.0,83.0,2023-04-07 09:00:00,Spain
2023,4.0,7.0,11.0,54.68,54.68,2023-04-07 10:00:00,Spain
2023,4.0,7.0,12.0,65.5,25.0,2023-04-07 11:00:00,Spain
2023,4.0,7.0,13.0,65.5,20.0,2023-04-07 12:00:00,Spain
2023,4.0,7.0,14.0,65.5,15.0,2023-04-07 13:00:00,Spain
2023,4.0,7.0,15.0,65.14,4.16,2023-04-07 14:00:00,Spain
2023,4.0,7.0,16.0,65.14,1.5,2023-04-07 15:00:00,Spain
2023,4.0,7.0,17.0,65.14,1.5,2023-04-07 16:00:00,Spain
2023,4.0,7.0,18.0,65.5,4.0,2023-04-07 17:00:00,Spain
2023,4.0,7.0,19.0,66.89,25.0,2023-04-07 18:00:00,Spain
2023,4.0,7.0,20.0,108.0,108.0,2023-04-07 19:00:00,Spain
2023,4.0,7.0,21.0,143.35,143.35,2023-04-07 20:00:00,Spain
2023,4.0,7.0,22.0,143.35,143.35,2023-04-07 21:00:00,Spain
2023,4.0,7.0,23.0,139.5,139.5,2023-04-07 22:00:00,Spain
2023,4.0,7.0,24.0,135.96,135.96,2023-04-07 23:00:00,Spain
2023,4.0,8.0,1.0,126.24,126.24,2023-04-08 00:00:00,Spain
2023,4.0,8.0,2.0,115.07,115.07,2023-04-08 01:00:00,Spain
2023,4.0,8.0,3.0,115.33,115.33,2023-04-08 02:00:00,Spain
2023,4.0,8.0,4.0,110.75,110.75,2023-04-08 03:00:00,Spain
2023,4.0,8.0,5.0,110.78,110.78,2023-04-08 04:00:00,Spain
2023,4.0,8.0,6.0,112.16,112.16,2023-04-08 05:00:00,Spain
2023,4.0,8.0,7.0,116.14,116.14,2023-04-08 06:00:00,Spain
2023,4.0,8.0,8.0,129.35,129.35,2023-04-08 07:00:00,Spain
2023,4.0,8.0,9.0,135.01,135.01,2023-04-08 08:00:00,Spain
2023,4.0,8.0,10.0,112.33,112.33,2023-04-08 09:00:00,Spain
2023,4.0,8.0,11.0,40.23,40.23,2023-04-08 10:00:00,Spain
2023,4.0,8.0,12.0,33.3,33.3,2023-04-08 11:00:00,Spain
2023,4.0,8.0,13.0,32.58,32.58,2023-04-08 12:00:00,Spain
2023,4.0,8.0,14.0,32.48,32.48,2023-04-08 13:00:00,Spain
2023,4.0,8.0,15.0,25.0,25.0,2023-04-08 14:00:00,Spain
2023,4.0,8.0,16.0,20.0,20.0,2023-04-08 15:00:00,Spain
2023,4.0,8.0,17.0,10.0,10.0,2023-04-08 16:00:00,Spain
2023,4.0,8.0,18.0,20.0,20.0,2023-04-08 17:00:00,Spain
2023,4.0,8.0,19.0,35.14,35.14,2023-04-08 18:00:00,Spain
2023,4.0,8.0,20.0,107.53,107.53,2023-04-08 19:00:00,Spain
2023,4.0,8.0,21.0,140.21,140.21,2023-04-08 20:00:00,Spain
2023,4.0,8.0,22.0,137.31,137.31,2023-04-08 21:00:00,Spain
2023,4.0,8.0,23.0,134.9,134.9,2023-04-08 22:00:00,Spain
2023,4.0,8.0,24.0,126.98,126.98,2023-04-08 23:00:00,Spain
2023,4.0,9.0,1.0,127.99,127.99,2023-04-09 00:00:00,Spain
2023,4.0,9.0,2.0,117.86,117.86,2023-04-09 01:00:00,Spain
2023,4.0,9.0,3.0,119.83,119.83,2023-04-09 02:00:00,Spain
2023,4.0,9.0,4.0,117.99,117.99,2023-04-09 03:00:00,Spain
2023,4.0,9.0,5.0,118.24,118.24,2023-04-09 04:00:00,Spain
2023,4.0,9.0,6.0,117.86,117.86,2023-04-09 05:00:00,Spain
2023,4.0,9.0,7.0,120.0,120.0,2023-04-09 06:00:00,Spain
2023,4.0,9.0,8.0,118.9,118.9,2023-04-09 07:00:00,Spain
2023,4.0,9.0,9.0,122.98,122.98,2023-04-09 08:00:00,Spain
2023,4.0,9.0,10.0,90.0,90.0,2023-04-09 09:00:00,Spain
2023,4.0,9.0,11.0,40.02,40.02,2023-04-09 10:00:00,Spain
2023,4.0,9.0,12.0,32.58,32.58,2023-04-09 11:00:00,Spain
2023,4.0,9.0,13.0,25.0,25.0,2023-04-09 12:00:00,Spain
2023,4.0,9.0,14.0,5.5,5.5,2023-04-09 13:00:00,Spain
2023,4.0,9.0,15.0,1.5,1.5,2023-04-09 14:00:00,Spain
2023,4.0,9.0,16.0,1.5,1.5,2023-04-09 15:00:00,Spain
2023,4.0,9.0,17.0,0.1,0.1,2023-04-09 16:00:00,Spain
2023,4.0,9.0,18.0,1.5,1.5,2023-04-09 17:00:00,Spain
2023,4.0,9.0,19.0,4.17,4.17,2023-04-09 18:00:00,Spain
2023,4.0,9.0,20.0,63.96,63.96,2023-04-09 19:00:00,Spain
2023,4.0,9.0,21.0,117.86,117.86,2023-04-09 20:00:00,Spain
2023,4.0,9.0,22.0,126.39,126.39,2023-04-09 21:00:00,Spain
2023,4.0,9.0,23.0,115.0,115.0,2023-04-09 22:00:00,Spain
2023,4.0,9.0,24.0,106.94,106.94,2023-04-09 23:00:00,Spain
2023,4.0,10.0,1.0,98.21,98.21,2023-04-10 00:00:00,Spain
2023,4.0,10.0,2.0,81.85,81.85,2023-04-10 01:00:00,Spain
2023,4.0,10.0,3.0,78.14,78.14,2023-04-10 02:00:00,Spain
2023,4.0,10.0,4.0,71.9,71.9,2023-04-10 03:00:00,Spain
2023,4.0,10.0,5.0,70.0,70.0,2023-04-10 04:00:00,Spain
2023,4.0,10.0,6.0,72.96,72.96,2023-04-10 05:00:00,Spain
2023,4.0,10.0,7.0,80.0,80.0,2023-04-10 06:00:00,Spain
2023,4.0,10.0,8.0,78.14,78.14,2023-04-10 07:00:00,Spain
2023,4.0,10.0,9.0,70.0,70.0,2023-04-10 08:00:00,Spain
2023,4.0,10.0,10.0,55.13,55.13,2023-04-10 09:00:00,Spain
2023,4.0,10.0,11.0,27.75,27.75,2023-04-10 10:00:00,Spain
2023,4.0,10.0,12.0,20.53,20.53,2023-04-10 11:00:00,Spain
2023,4.0,10.0,13.0,15.52,15.52,2023-04-10 12:00:00,Spain
2023,4.0,10.0,14.0,1.5,1.5,2023-04-10 13:00:00,Spain
2023,4.0,10.0,15.0,1.5,1.5,2023-04-10 14:00:00,Spain
2023,4.0,10.0,16.0,0.1,0.1,2023-04-10 15:00:00,Spain
2023,4.0,10.0,17.0,0.81,0.81,2023-04-10 16:00:00,Spain
2023,4.0,10.0,18.0,20.02,20.02,2023-04-10 17:00:00,Spain
2023,4.0,10.0,19.0,29.94,29.94,2023-04-10 18:00:00,Spain
2023,4.0,10.0,20.0,60.56,60.56,2023-04-10 19:00:00,Spain
2023,4.0,10.0,21.0,85.0,85.0,2023-04-10 20:00:00,Spain
2023,4.0,10.0,22.0,84.4,84.4,2023-04-10 21:00:00,Spain
2023,4.0,10.0,23.0,89.7,89.7,2023-04-10 22:00:00,Spain
2023,4.0,10.0,24.0,67.21,67.21,2023-04-10 23:00:00,Spain
2023,4.0,11.0,1.0,68.5,68.5,2023-04-11 00:00:00,Spain
2023,4.0,11.0,2.0,68.14,68.14,2023-04-11 01:00:00,Spain
2023,4.0,11.0,3.0,60.0,60.0,2023-04-11 02:00:00,Spain
2023,4.0,11.0,4.0,67.69,67.69,2023-04-11 03:00:00,Spain
2023,4.0,11.0,5.0,72.89,72.89,2023-04-11 04:00:00,Spain
2023,4.0,11.0,6.0,92.3,92.3,2023-04-11 05:00:00,Spain
2023,4.0,11.0,7.0,101.0,101.0,2023-04-11 06:00:00,Spain
2023,4.0,11.0,8.0,130.97,130.97,2023-04-11 07:00:00,Spain
2023,4.0,11.0,9.0,142.13,142.13,2023-04-11 08:00:00,Spain
2023,4.0,11.0,10.0,123.35,123.35,2023-04-11 09:00:00,Spain
2023,4.0,11.0,11.0,118.62,118.62,2023-04-11 10:00:00,Spain
2023,4.0,11.0,12.0,103.3,103.3,2023-04-11 11:00:00,Spain
2023,4.0,11.0,13.0,110.65,110.65,2023-04-11 12:00:00,Spain
2023,4.0,11.0,14.0,105.53,105.53,2023-04-11 13:00:00,Spain
2023,4.0,11.0,15.0,63.05,63.05,2023-04-11 14:00:00,Spain
2023,4.0,11.0,16.0,40.02,40.02,2023-04-11 15:00:00,Spain
2023,4.0,11.0,17.0,35.27,35.27,2023-04-11 16:00:00,Spain
2023,4.0,11.0,18.0,35.0,35.0,2023-04-11 17:00:00,Spain
2023,4.0,11.0,19.0,39.93,39.93,2023-04-11 18:00:00,Spain
2023,4.0,11.0,20.0,100.69,100.69,2023-04-11 19:00:00,Spain
2023,4.0,11.0,21.0,134.25,134.25,2023-04-11 20:00:00,Spain
2023,4.0,11.0,22.0,141.39,141.39,2023-04-11 21:00:00,Spain
2023,4.0,11.0,23.0,129.47,129.47,2023-04-11 22:00:00,Spain
2023,4.0,11.0,24.0,109.55,109.55,2023-04-11 23:00:00,Spain
2023,4.0,12.0,1.0,93.65,93.65,2023-04-12 00:00:00,Spain
2023,4.0,12.0,2.0,65.74,65.74,2023-04-12 01:00:00,Spain
2023,4.0,12.0,3.0,41.64,41.64,2023-04-12 02:00:00,Spain
2023,4.0,12.0,4.0,41.46,41.46,2023-04-12 03:00:00,Spain
2023,4.0,12.0,5.0,42.0,42.0,2023-04-12 04:00:00,Spain
2023,4.0,12.0,6.0,50.0,50.0,2023-04-12 05:00:00,Spain
2023,4.0,12.0,7.0,68.5,68.5,2023-04-12 06:00:00,Spain
2023,4.0,12.0,8.0,96.72,96.72,2023-04-12 07:00:00,Spain
2023,4.0,12.0,9.0,98.62,98.62,2023-04-12 08:00:00,Spain
2023,4.0,12.0,10.0,42.0,42.0,2023-04-12 09:00:00,Spain
2023,4.0,12.0,11.0,25.0,25.0,2023-04-12 10:00:00,Spain
2023,4.0,12.0,12.0,4.17,4.17,2023-04-12 11:00:00,Spain
2023,4.0,12.0,13.0,4.16,4.16,2023-04-12 12:00:00,Spain
2023,4.0,12.0,14.0,4.16,4.16,2023-04-12 13:00:00,Spain
2023,4.0,12.0,15.0,1.6,1.6,2023-04-12 14:00:00,Spain
2023,4.0,12.0,16.0,1.6,1.6,2023-04-12 15:00:00,Spain
2023,4.0,12.0,17.0,1.6,1.6,2023-04-12 16:00:00,Spain
2023,4.0,12.0,18.0,4.16,4.16,2023-04-12 17:00:00,Spain
2023,4.0,12.0,19.0,4.16,4.16,2023-04-12 18:00:00,Spain
2023,4.0,12.0,20.0,20.28,20.28,2023-04-12 19:00:00,Spain
2023,4.0,12.0,21.0,41.28,41.28,2023-04-12 20:00:00,Spain
2023,4.0,12.0,22.0,70.0,70.0,2023-04-12 21:00:00,Spain
2023,4.0,12.0,23.0,65.74,65.74,2023-04-12 22:00:00,Spain
2023,4.0,12.0,24.0,45.29,45.29,2023-04-12 23:00:00,Spain
2023,4.0,13.0,1.0,79.41,79.41,2023-04-13 00:00:00,Spain
2023,4.0,13.0,2.0,74.1,74.1,2023-04-13 01:00:00,Spain
2023,4.0,13.0,3.0,72.89,72.89,2023-04-13 02:00:00,Spain
2023,4.0,13.0,4.0,72.86,72.86,2023-04-13 03:00:00,Spain
2023,4.0,13.0,5.0,72.89,72.89,2023-04-13 04:00:00,Spain
2023,4.0,13.0,6.0,83.2,83.2,2023-04-13 05:00:00,Spain
2023,4.0,13.0,7.0,90.76,90.76,2023-04-13 06:00:00,Spain
2023,4.0,13.0,8.0,123.54,123.54,2023-04-13 07:00:00,Spain
2023,4.0,13.0,9.0,106.21,106.21,2023-04-13 08:00:00,Spain
2023,4.0,13.0,10.0,90.65,90.65,2023-04-13 09:00:00,Spain
2023,4.0,13.0,11.0,35.64,35.64,2023-04-13 10:00:00,Spain
2023,4.0,13.0,12.0,69.32,4.16,2023-04-13 11:00:00,Spain
2023,4.0,13.0,13.0,61.18,1.6,2023-04-13 12:00:00,Spain
2023,4.0,13.0,14.0,57.5,1.5,2023-04-13 13:00:00,Spain
2023,4.0,13.0,15.0,57.14,0.57,2023-04-13 14:00:00,Spain
2023,4.0,13.0,16.0,0.1,0.1,2023-04-13 15:00:00,Spain
2023,4.0,13.0,17.0,0.1,0.1,2023-04-13 16:00:00,Spain
2023,4.0,13.0,18.0,1.5,1.5,2023-04-13 17:00:00,Spain
2023,4.0,13.0,19.0,1.6,1.6,2023-04-13 18:00:00,Spain
2023,4.0,13.0,20.0,25.0,25.0,2023-04-13 19:00:00,Spain
2023,4.0,13.0,21.0,100.0,100.0,2023-04-13 20:00:00,Spain
2023,4.0,13.0,22.0,122.0,122.0,2023-04-13 21:00:00,Spain
2023,4.0,13.0,23.0,104.0,104.0,2023-04-13 22:00:00,Spain
2023,4.0,13.0,24.0,103.61,103.61,2023-04-13 23:00:00,Spain
2023,4.0,14.0,1.0,90.76,90.76,2023-04-14 00:00:00,Spain
2023,4.0,14.0,2.0,87.72,87.72,2023-04-14 01:00:00,Spain
2023,4.0,14.0,3.0,87.41,87.41,2023-04-14 02:00:00,Spain
2023,4.0,14.0,4.0,83.49,83.49,2023-04-14 03:00:00,Spain
2023,4.0,14.0,5.0,78.1,78.1,2023-04-14 04:00:00,Spain
2023,4.0,14.0,6.0,72.24,72.24,2023-04-14 05:00:00,Spain
2023,4.0,14.0,7.0,72.86,72.86,2023-04-14 06:00:00,Spain
2023,4.0,14.0,8.0,78.04,78.04,2023-04-14 07:00:00,Spain
2023,4.0,14.0,9.0,78.04,78.04,2023-04-14 08:00:00,Spain
2023,4.0,14.0,10.0,41.64,41.64,2023-04-14 09:00:00,Spain
2023,4.0,14.0,11.0,30.0,25.0,2023-04-14 10:00:00,Spain
2023,4.0,14.0,12.0,41.22,4.16,2023-04-14 11:00:00,Spain
2023,4.0,14.0,13.0,37.32,4.16,2023-04-14 12:00:00,Spain
2023,4.0,14.0,14.0,28.0,4.0,2023-04-14 13:00:00,Spain
2023,4.0,14.0,15.0,1.6,1.6,2023-04-14 14:00:00,Spain
2023,4.0,14.0,16.0,1.5,1.5,2023-04-14 15:00:00,Spain
2023,4.0,14.0,17.0,1.5,1.5,2023-04-14 16:00:00,Spain
2023,4.0,14.0,18.0,2.0,2.0,2023-04-14 17:00:00,Spain
2023,4.0,14.0,19.0,4.16,4.16,2023-04-14 18:00:00,Spain
2023,4.0,14.0,20.0,25.2,25.2,2023-04-14 19:00:00,Spain
2023,4.0,14.0,21.0,73.25,73.25,2023-04-14 20:00:00,Spain
2023,4.0,14.0,22.0,82.89,82.89,2023-04-14 21:00:00,Spain
2023,4.0,14.0,23.0,75.34,75.34,2023-04-14 22:00:00,Spain
2023,4.0,14.0,24.0,46.34,46.34,2023-04-14 23:00:00,Spain
2023,4.0,15.0,1.0,36.38,36.38,2023-04-15 00:00:00,Spain
2023,4.0,15.0,2.0,34.9,34.9,2023-04-15 01:00:00,Spain
2023,4.0,15.0,3.0,32.5,32.5,2023-04-15 02:00:00,Spain
2023,4.0,15.0,4.0,32.5,32.5,2023-04-15 03:00:00,Spain
2023,4.0,15.0,5.0,32.14,32.14,2023-04-15 04:00:00,Spain
2023,4.0,15.0,6.0,33.1,33.1,2023-04-15 05:00:00,Spain
2023,4.0,15.0,7.0,35.25,35.25,2023-04-15 06:00:00,Spain
2023,4.0,15.0,8.0,37.0,37.0,2023-04-15 07:00:00,Spain
2023,4.0,15.0,9.0,36.4,36.4,2023-04-15 08:00:00,Spain
2023,4.0,15.0,10.0,25.0,25.0,2023-04-15 09:00:00,Spain
2023,4.0,15.0,11.0,4.17,4.17,2023-04-15 10:00:00,Spain
2023,4.0,15.0,12.0,1.6,1.6,2023-04-15 11:00:00,Spain
2023,4.0,15.0,13.0,1.5,1.5,2023-04-15 12:00:00,Spain
